"","v1","v2","mean_diff","lci_95","uci_95","p","veg1","veg2"
"1",2,0,1.34493708653822,-0.944604379759138,3.63447855283557,0.219857992222495,"beach","conifer forest"
"2",2,2,0,NA,NA,NA,"beach","beach"
"3",2,3,0.410602404429509,-1.63379555380949,2.45500036266851,0.664047817675603,"beach","beachgrass dune"
"4",2,4,0.308644323100194,-2.15525066211892,2.77253930831931,0.785846212637662,"beach","coastal scrub"
"5",2,5,-6.07881385718538,-9.58559469577449,-2.57203301859627,0.00314812876879259,"beach","fruit tree"
"6",2,6,5.28399274976223,0.902999625259499,9.66498587426497,0.0228013388228933,"beach","marsh"
"7",2,7,2.73917939976704,-1.33780708396443,6.81616588349851,0.165272080440565,"beach","meadow"
"8",2,8,3.52001506037571,-1.24616451523008,8.28619463598151,0.130876281490375,"beach","pasture"
"9",2,9,3.47974819969828,-0.293174115967735,7.25267051536429,0.066945315397942,"beach","swale"
"10",3,0,0.934334682108709,-0.354833412648543,2.22350277686596,0.137414478889726,"beachgrass dune","conifer forest"
"11",3,2,-0.410602404429509,-2.45500036266851,1.63379555380949,0.664047817675603,"beachgrass dune","beach"
"12",3,3,0,NA,NA,NA,"beachgrass dune","beachgrass dune"
"13",3,4,-0.101958081329315,-1.35129622787907,1.14738006522044,0.859343177563592,"beachgrass dune","coastal scrub"
"14",3,5,-6.48941626161489,-10.3880709174307,-2.5907616057991,0.00404933074616672,"beachgrass dune","fruit tree"
"15",3,6,4.87339034533273,0.309584864520756,9.43719582614469,0.0386596293770891,"beachgrass dune","marsh"
"16",3,7,2.32857699533753,-1.71077040920981,6.36792439988487,0.227937187922234,"beachgrass dune","meadow"
"17",3,8,3.1094126559462,-1.93943208233991,8.15825739423231,0.199984424362931,"beachgrass dune","pasture"
"18",3,9,3.06914579526877,-0.808547723022078,6.94683931355961,0.108280073450135,"beachgrass dune","swale"
"19",4,0,1.03629276343802,-0.316387042989904,2.38897256986595,0.118630665113625,"coastal scrub","conifer forest"
"20",4,2,-0.308644323100194,-2.77253930831931,2.15525066211892,0.785846212637662,"coastal scrub","beach"
"21",4,3,0.101958081329315,-1.14738006522044,1.35129622787907,0.859343177563592,"coastal scrub","beachgrass dune"
"22",4,4,0,NA,NA,NA,"coastal scrub","coastal scrub"
"23",4,5,-6.38745818028558,-10.6520045434558,-2.12291181711538,0.00752445716625241,"coastal scrub","fruit tree"
"24",4,6,4.97534842666204,0.326654479038123,9.62404237428596,0.0383033842981357,"coastal scrub","marsh"
"25",4,7,2.43053507666685,-1.70360212927459,6.56467228260828,0.219500748666356,"coastal scrub","meadow"
"26",4,8,3.21137073727552,-2.02082432040297,8.443565794954,0.201395023981365,"coastal scrub","pasture"
"27",4,9,3.17110387659808,-0.884256100613848,7.22646385381002,0.112067145505441,"coastal scrub","swale"
"28",5,0,7.4237509437236,3.08435362481717,11.76314826263,0.00341881723904134,"fruit tree","conifer forest"
"29",5,2,6.07881385718538,2.57203301859627,9.58559469577449,0.00314812876879259,"fruit tree","beach"
"30",5,3,6.48941626161489,2.5907616057991,10.3880709174307,0.00404933074616672,"fruit tree","beachgrass dune"
"31",5,4,6.38745818028558,2.12291181711538,10.6520045434558,0.00752445716625241,"fruit tree","coastal scrub"
"32",5,5,0,NA,NA,NA,"fruit tree","fruit tree"
