"","id","season","veg","log_ud_wt","log_avail","sel"
"1","15.01",2,"beach",-5.81770370357314,-2.88109951517626,-2.93660418839688
"2","15.01",2,"beachgrass dune",-3.18829248563329,-1.80874493445105,-1.37954755118225
"3","15.01",2,"coastal scrub",-2.50201561964605,-2.08550445755819,-0.416511162087855
"4","15.01",2,"conifer forest",-1.3044126594826,-1.57390468741676,0.269492027934159
"5","15.01",2,"fruit tree",-5.91864042215973,-9.74169833945063,3.8230579172909
"6","15.01",2,"marsh",-2.0320195159902,-2.33934124579769,0.307321729807491
"7","15.01",2,"meadow",-1.75208150348345,-2.54654126204364,0.794459758560193
"8","15.01",2,"pasture",-1.76959245463433,-2.15977769110853,0.390185236474199
"9","15.01",2,"swale",-2.07978290846135,-1.84240730853643,-0.237375599924916
"10","15.02",2,"beach",-4.4989420263385,-2.88109951517626,-1.61784251116225
"11","15.02",2,"beachgrass dune",-2.03133503859141,-1.80874493445105,-0.222590104140367
"12","15.02",2,"coastal scrub",-1.35943503794007,-2.08550445755819,0.726069419618118
"13","15.02",2,"conifer forest",-1.96603997448476,-1.57390468741676,-0.392135287068
"14","15.02",2,"fruit tree",0,-9.74169833945063,9.74169833945063
"15","15.02",2,"marsh",-4.73930707593833,-2.33934124579769,-2.39996583014064
"16","15.02",2,"meadow",-2.58922124845447,-2.54654126204364,-0.0426799864108336
"17","15.02",2,"pasture",-2.3075280863149,-2.15977769110853,-0.147750395206372
"18","15.02",2,"swale",-1.28167200155078,-1.84240730853643,0.560735306985652
"19","15.03",2,"beach",0,-2.88109951517626,2.88109951517626
"20","15.03",2,"beachgrass dune",-5.81213300767472,-1.80874493445105,-4.00338807322368
"21","15.03",2,"coastal scrub",-2.335976387839,-2.08550445755819,-0.250471930280808
"22","15.03",2,"conifer forest",-2.22512287439676,-1.57390468741676,-0.651218186980002
"23","15.03",2,"fruit tree",0,-9.74169833945063,9.74169833945063
"24","15.03",2,"marsh",-2.70125297623028,-2.33934124579769,-0.361911730432588
"25","15.03",2,"meadow",-1.26628566646113,-2.54654126204364,1.28025559558251
"26","15.03",2,"pasture",0,-2.15977769110853,2.15977769110853
"27","15.03",2,"swale",-0.813642113543152,-1.84240730853643,1.02876519499328
"28","15.04",2,"beach",0,-2.88109951517626,2.88109951517626
"29","15.04",2,"beachgrass dune",-11.6161204215059,-1.80874493445105,-9.80737548705485
"30","15.04",2,"coastal scrub",-2.92476654426959,-2.08550445755819,-0.839262086711402
"31","15.04",2,"conifer forest",-1.74970798906993,-1.57390468741676,-0.175803301653169
"32","15.04",2,"fruit tree",0,-9.74169833945063,9.74169833945063
"33","15.04",2,"marsh",-4.06546167081725,-2.33934124579769,-1.72612042501955
"34","15.04",2,"meadow",-1.41626456538801,-2.54654126204364,1.13027669665563
"35","15.04",2,"pasture",0,-2.15977769110853,2.15977769110853
"36","15.04",2,"swale",-0.668034394199906,-1.84240730853643,1.17437291433652
"37","15.05",2,"beach",0,-2.88109951517626,2.88109951517626
"38","15.05",2,"beachgrass dune",-9.09875947982757,-1.80874493445105,-7.29001454537653
"39","15.05",2,"coastal scrub",-2.55681683694438,-2.08550445755819,-0.471312379386188
"40","15.05",2,"conifer forest",-1.58847592608062,-1.57390468741676,-0.0145712386638603
"41","15.05",2,"fruit tree",-6.17301899439828,-9.74169833945063,3.56867934505236
"42","15.05",2,"marsh",-1.64836457451041,-2.33934124579769,0.690976671287279
"43","15.05",2,"meadow",-1.54826769821103,-2.54654126204364,0.998273563832607
"44","15.05",2,"pasture",-2.1021420949926,-2.15977769110853,0.0576355961159298
"45","15.05",2,"swale",-1.66685096617593,-1.84240730853643,0.175556342360504
"46","15.06",2,"beach",-2.36859491390141,-2.88109951517626,0.512504601274844
"47","15.06",2,"beachgrass dune",-2.38870939069118,-1.80874493445105,-0.579964456240136
"48","15.06",2,"coastal scrub",-2.2230036088564,-2.08550445755819,-0.13749915129821
"49","15.06",2,"conifer forest",-5.21886109569191,-1.57390468741676,-3.64495640827515
"50","15.06",2,"fruit tree",0,-9.74169833945063,9.74169833945063
