"","v1","v2","mean_diff","lci_95","uci_95","p","veg1","veg2"
"1",2,0,1.70546702192083,0.0740397388096807,3.33689430503198,0.0415267030265273,"beach","conifer forest"
"2",2,2,0,NA,NA,NA,"beach","beach"
"3",2,3,2.78964854877552,0.394925977017921,5.18437112053312,0.0251694942319691,"beach","beachgrass dune"
"4",2,4,1.57901368482544,-0.00570862778496108,3.16373599743584,0.0507364848530221,"beach","coastal scrub"
"5",2,5,-7.13592895870087,-8.55953955531664,-5.71231836208511,1.17231981409364e-08,"beach","fruit tree"
"6",2,6,1.25441128346086,0.00114406491657181,2.50767850200515,0.04981492997104,"beach","marsh"
"7",2,7,0.707892652137744,-0.798469482166555,2.21425478644204,0.33397277658482,"beach","meadow"
"8",2,8,0.467798459453326,-0.986963920906362,1.92256083981301,0.505187247598749,"beach","pasture"
"9",2,9,0.768843778426228,-0.513175944976795,2.05086350182925,0.221781265436979,"beach","swale"
"10",3,0,-1.08418152685469,-3.04859663313802,0.880233579428637,0.259135206397798,"beachgrass dune","conifer forest"
"11",3,2,-2.78964854877552,-5.18437112053312,-0.394925977017921,0.0251694942319691,"beachgrass dune","beach"
"12",3,3,0,NA,NA,NA,"beachgrass dune","beachgrass dune"
"13",3,4,-1.21063486395008,-3.04333029608397,0.622060568183809,0.180499408980207,"beachgrass dune","coastal scrub"
"14",3,5,-9.92557750747639,-12.0662550941244,-7.78489992082843,3.48870911303841e-08,"beachgrass dune","fruit tree"
"15",3,6,-1.53523726531466,-3.38180757259001,0.311333041960695,0.097075610922022,"beachgrass dune","marsh"
"16",3,7,-2.08175589663777,-4.13389593561738,-0.0296158576581679,0.0471468508979526,"beachgrass dune","meadow"
"17",3,8,-2.32185008932219,-4.62573576185557,-0.0179644167888172,0.0484393179874327,"beachgrass dune","pasture"
"18",3,9,-2.02080477034929,-3.91743762504144,-0.124171915657137,0.0382186478127871,"beachgrass dune","swale"
"19",4,0,0.126453337095393,-0.719139020195937,0.972045694386723,0.755328041641739,"coastal scrub","conifer forest"
"20",4,2,-1.57901368482544,-3.16373599743584,0.00570862778496108,0.0507364848530221,"coastal scrub","beach"
"21",4,3,1.21063486395008,-0.622060568183809,3.04333029608397,0.180499408980207,"coastal scrub","beachgrass dune"
"22",4,4,0,NA,NA,NA,"coastal scrub","coastal scrub"
"23",4,5,-8.71494264352631,-10.2901152833486,-7.13977000370397,2.86326682630559e-09,"coastal scrub","fruit tree"
"24",4,6,-0.324602401364576,-1.17521733553242,0.526012532803267,0.430395469531331,"coastal scrub","marsh"
"25",4,7,-0.871121032687693,-1.47168712014421,-0.270554945231181,0.00725075719661386,"coastal scrub","meadow"
"26",4,8,-1.11121522537211,-2.3384232544325,0.115992803688283,0.072930032806652,"coastal scrub","pasture"
"27",4,9,-0.810169906399209,-1.26032168174386,-0.360018131054563,0.00152264127995404,"coastal scrub","swale"
"28",5,0,8.8413959806217,7.07383369495136,10.608958266292,1.20764700601876e-08,"fruit tree","conifer forest"
"29",5,2,7.13592895870087,5.71231836208511,8.55953955531664,1.17231981409364e-08,"fruit tree","beach"
"30",5,3,9.92557750747639,7.78489992082843,12.0662550941244,3.48870911303841e-08,"fruit tree","beachgrass dune"
"31",5,4,8.71494264352631,7.13977000370397,10.2901152833486,2.86326682630559e-09,"fruit tree","coastal scrub"
"32",5,5,0,NA,NA,NA,"fruit tree","fruit tree"
"33",5,6,8.39034024216173,6.97509350527987,9.80558697904359,1.0498849463135e-09,"fruit tree","marsh"
"34",5,7,7.84382161083862,6.28314625046083,9.4044969712164,1.1290604322219e-08,"fruit tree","meadow"
"35",5,8,7.6037274181542,6.48461133148061,8.72284350482779,1.4019716291194e-10,"fruit tree","pasture"
"36",5,9,7.9047727371271,6.63120198395169,9.17834349030251,5.35813943384712e-10,"fruit tree","swale"
"37",6,0,0.451055738459968,-0.509283420180235,1.41139489710017,0.334223896982335,"marsh","conifer forest"
"38",6,2,-1.25441128346086,-2.50767850200515,-0.00114406491657181,0.04981492997104,"marsh","beach"
"39",6,3,1.53523726531466,-0.311333041960695,3.38180757259001,0.097075610922022,"marsh","beachgrass dune"
"40",6,4,0.324602401364576,-0.526012532803267,1.17521733553242,0.430395469531331,"marsh","coastal scrub"
"41",6,5,-8.39034024216173,-9.80558697904359,-6.97509350527987,1.0498849463135e-09,"marsh","fruit tree"
"42",6,6,0,NA,NA,NA,"marsh","marsh"
"43",6,7,-0.546518631323118,-1.34576006625339,0.252722803607151,0.166492599028971,"marsh","meadow"
"44",6,8,-0.786612824007535,-1.83025712832469,0.257031480309623,0.129644112442237,"marsh","pasture"
"45",6,9,-0.485567505034633,-1.16219295528717,0.191057945217907,0.147698046946112,"marsh","swale"
