"","v1","v2","mean_diff","lci_95","uci_95","p","veg1","veg2"
"1",2,0,-0.637398342339615,-4.58545802378911,3.31066133910988,0.677183702952762,"beach","conifer forest"
"2",2,2,0,NA,NA,NA,"beach","beach"
"3",2,3,-1.71663373662549,-3.96510361906532,0.531836145814333,0.101373379701234,"beach","beachgrass dune"
"4",2,4,-1.97846439967406,-4.41027303279383,0.453344233445706,0.0867905247461229,"beach","coastal scrub"
"5",2,5,1.24342149994205,-19.8126530868727,22.2994960867568,0.823166866059397,"beach","fruit tree"
"6",2,6,5.95140456267108,-4.9349242160586,16.8377333414008,0.203661343747471,"beach","marsh"
"7",2,7,3.53536484657458,-7.38945792732313,14.4601876204723,0.419724464173062,"beach","meadow"
"8",2,8,7.89063081950186,-5.84039926223276,21.6216609012365,0.164864465732313,"beach","pasture"
"9",2,9,3.67798770171192,-6.32141057225406,13.6773859756779,0.364880956494558,"beach","swale"
"10",3,0,0.77505052990364,-0.475385549911368,2.02548660971865,0.186167796691852,"beachgrass dune","conifer forest"
"11",3,2,1.71663373662549,-0.531836145814333,3.96510361906532,0.101373379701234,"beachgrass dune","beach"
"12",3,3,0,NA,NA,NA,"beachgrass dune","beachgrass dune"
"13",3,4,-0.380824915073029,-0.7646491941039,0.00299936395784299,0.0513780652850548,"beachgrass dune","coastal scrub"
"14",3,5,3.19681233459377,-14.4123841341156,20.8060088033031,0.516515900136338,"beachgrass dune","fruit tree"
"15",3,6,4.70794916641678,-1.10558992718229,10.5214882600158,0.0970508437473243,"beachgrass dune","marsh"
"16",3,7,3.12867664305882,-2.23063548617458,8.48798877229222,0.209924130874588,"beachgrass dune","meadow"
"17",3,8,9.51868137665102,-1.43509811040476,20.4724608637068,0.069830381923838,"beachgrass dune","pasture"
"18",3,9,3.30066990023109,-1.66317355748484,8.26451335794702,0.159868430788177,"beachgrass dune","swale"
"19",4,0,0.821170995926277,0.0355058568074871,1.60683613504507,0.042133905999154,"coastal scrub","conifer forest"
"20",4,2,1.97846439967406,-0.453344233445706,4.41027303279383,0.0867905247461229,"coastal scrub","beach"
"21",4,3,0.380824915073029,-0.00299936395784299,0.7646491941039,0.0513780652850548,"coastal scrub","beachgrass dune"
"22",4,4,0,NA,NA,NA,"coastal scrub","coastal scrub"
"23",4,5,3.69881330395247,-13.2630825564249,20.6607091643298,0.447155857803814,"coastal scrub","fruit tree"
"24",4,6,4.25540067754703,0.259736967377438,8.25106438771663,0.0390780638941527,"coastal scrub","marsh"
"25",4,7,2.52448011107298,-1.12049417289526,6.16945439504122,0.153814292800601,"coastal scrub","meadow"
"26",4,8,8.31213877171981,0.109141478668397,16.5151360647712,0.0481507822341649,"coastal scrub","pasture"
"27",4,9,2.72251177842899,-0.664927381874681,6.10995093873266,0.103596710765758,"coastal scrub","swale"
"28",5,0,-3.3214928281468,-19.3866797907056,12.743694134412,0.467552469812743,"fruit tree","conifer forest"
"29",5,2,-1.24342149994205,-22.2994960867568,19.8126530868727,0.823166866059397,"fruit tree","beach"
"30",5,3,-3.19681233459377,-20.8060088033031,14.4123841341156,0.516515900136338,"fruit tree","beachgrass dune"
"31",5,4,-3.69881330395247,-20.6607091643298,13.2630825564249,0.447155857803814,"fruit tree","coastal scrub"
"32",5,5,0,NA,NA,NA,"fruit tree","fruit tree"
"33",5,6,2.00558877771361,-4.01358927902296,8.02476683445019,0.288085585514417,"fruit tree","marsh"
"34",5,7,-0.452662737978225,-5.02068055901039,4.11535508305394,0.71134643639137,"fruit tree","meadow"
"35",5,8,3.96246575335382,-4.77476988038012,12.6997013870878,0.190292732503814,"fruit tree","pasture"
"36",5,9,-0.671320396558125,-7.9516767488101,6.60903595569385,0.729885840478422,"fruit tree","swale"
"37",6,0,-3.43422968162076,-7.035432857391,0.166973494149484,0.0595375645239297,"marsh","conifer forest"
"38",6,2,-5.95140456267108,-16.8377333414008,4.9349242160586,0.203661343747471,"marsh","beach"
"39",6,3,-4.70794916641678,-10.5214882600158,1.10558992718229,0.0970508437473243,"marsh","beachgrass dune"
"40",6,4,-4.25540067754703,-8.25106438771663,-0.259736967377438,0.0390780638941527,"marsh","coastal scrub"
"41",6,5,-2.00558877771361,-8.02476683445019,4.01358927902296,0.288085585514417,"marsh","fruit tree"
"42",6,6,0,NA,NA,NA,"marsh","marsh"
"43",6,7,-1.73092056647405,-3.4761184540463,0.0142773210981931,0.051568481160072,"marsh","meadow"
"44",6,8,0.719061434245505,-3.08557770242319,4.5237005709142,0.627503534258178,"marsh","pasture"
"45",6,9,-1.53288889911804,-3.24393948824815,0.17816169001206,0.0738620327585675,"marsh","swale"
"46",7,0,-1.7033091151467,-4.90563213555133,1.49901390525792,0.263360703617103,"meadow","conifer forest"
"47",7,2,-3.53536484657458,-14.4601876204723,7.38945792732313,0.419724464173062,"meadow","beach"
"48",7,3,-3.12867664305882,-8.48798877229222,2.23063548617458,0.209924130874588,"meadow","beachgrass dune"
"49",7,4,-2.52448011107298,-6.16945439504122,1.12049417289526,0.153814292800601,"meadow","coastal scrub"
"50",7,5,0.452662737978225,-4.11535508305394,5.02068055901039,0.71134643639137,"meadow","fruit tree"
"51",7,6,1.73092056647405,-0.0142773210981931,3.4761184540463,0.051568481160072,"meadow","marsh"
"52",7,7,0,NA,NA,NA,"meadow","meadow"
"53",7,8,3.41780864101822,0.864859432214808,5.97075784982163,0.0205278597360037,"meadow","pasture"
"54",7,9,0.19803166735601,-0.510158313455481,0.9062216481675,0.547193512260576,"meadow","swale"
"55",8,0,-7.62477435000785,-14.2378254025686,-1.01172329744709,0.0328628748091262,"pasture","conifer forest"
"56",8,2,-7.89063081950186,-21.6216609012365,5.84039926223276,0.164864465732313,"pasture","beach"
"57",8,3,-9.51868137665102,-20.4724608637068,1.43509811040476,0.069830381923838,"pasture","beachgrass dune"
"58",8,4,-8.31213877171981,-16.5151360647712,-0.109141478668397,0.0481507822341649,"pasture","coastal scrub"
"59",8,5,-3.96246575335382,-12.6997013870878,4.77476988038012,0.190292732503814,"pasture","fruit tree"
"60",8,6,-0.719061434245505,-4.5237005709142,3.08557770242319,0.627503534258178,"pasture","marsh"
"61",8,7,-3.41780864101822,-5.97075784982163,-0.864859432214808,0.0205278597360037,"pasture","meadow"
"62",8,8,0,NA,NA,NA,"pasture","pasture"
"63",8,9,-3.24511427660974,-6.166198695867,-0.324029857352485,0.036772809159833,"pasture","swale"
"64",9,0,-1.90134078250271,-4.80166153399963,0.9989799689942,0.174797195037503,"swale","conifer forest"
"65",9,2,-3.67798770171192,-13.6773859756779,6.32141057225406,0.364880956494558,"swale","beach"
"66",9,3,-3.30066990023109,-8.26451335794702,1.66317355748484,0.159868430788177,"swale","beachgrass dune"
"67",9,4,-2.72251177842899,-6.10995093873266,0.664927381874681,0.103596710765758,"swale","coastal scrub"
"68",9,5,0.671320396558125,-6.60903595569385,7.9516767488101,0.729885840478422,"swale","fruit tree"
"69",9,6,1.53288889911804,-0.17816169001206,3.24393948824815,0.0738620327585675,"swale","marsh"
"70",9,7,-0.19803166735601,-0.9062216481675,0.510158313455481,0.547193512260576,"swale","meadow"
"71",9,8,3.24511427660974,0.324029857352485,6.166198695867,0.036772809159833,"swale","pasture"
"72",9,9,0,NA,NA,NA,"swale","swale"
