"","v1","v2","mean_diff","lci_95","uci_95","p","veg1","veg2"
"1",2,0,-0.637398342339615,-4.58545802378911,3.31066133910988,0.677183702952762,"beach","conifer forest"
"2",2,2,0,NA,NA,NA,"beach","beach"
"3",2,3,-1.71663373662549,-3.96510361906532,0.531836145814333,0.101373379701234,"beach","beachgrass dune"
"4",2,4,-1.97846439967406,-4.41027303279383,0.453344233445706,0.0867905247461229,"beach","coastal scrub"
"5",2,5,1.24342149994205,-19.8126530868727,22.2994960867568,0.823166866059397,"beach","fruit tree"
"6",2,6,5.95140456267108,-4.9349242160586,16.8377333414008,0.203661343747471,"beach","marsh"
"7",2,7,3.53536484657458,-7.38945792732313,14.4601876204723,0.419724464173062,"beach","meadow"
"8",2,8,7.89063081950186,-5.84039926223276,21.6216609012365,0.164864465732313,"beach","pasture"
"9",2,9,3.67798770171192,-6.32141057225406,13.6773859756779,0.364880956494558,"beach","swale"
"10",3,0,0.7750765404986,-0.475366101680683,2.02551918267788,0.186156843828382,"beachgrass dune","conifer forest"
"11",3,2,1.71663373662549,-0.531836145814333,3.96510361906532,0.101373379701234,"beachgrass dune","beach"
"12",3,3,0,NA,NA,NA,"beachgrass dune","beachgrass dune"
"13",3,4,-0.38062470401055,-0.764644711030821,0.00339530300972199,0.0515620446446064,"beachgrass dune","coastal scrub"
"14",3,5,3.19681233459377,-14.4123841341156,20.8060088033031,0.516515900136338,"beachgrass dune","fruit tree"
"15",3,6,4.70794848799396,-1.10559115380481,10.5214881297927,0.0970509089352453,"beachgrass dune","marsh"
"16",3,7,3.1286414982352,-2.23068902402405,8.48797202049444,0.209930081011229,"beachgrass dune","meadow"
"17",3,8,9.51868137665102,-1.43509811040476,20.4724608637068,0.069830381923838,"beachgrass dune","pasture"
"18",3,9,3.30066788638317,-1.6631768527106,8.26451262547694,0.159868744307727,"beachgrass dune","swale"
"19",4,0,0.821044304677172,0.0353999611863597,1.60668864816799,0.042155282184495,"coastal scrub","conifer forest"
"20",4,2,1.97846439967406,-0.453344233445706,4.41027303279383,0.0867905247461229,"coastal scrub","beach"
"21",4,3,0.38062470401055,-0.00339530300972199,0.764644711030821,0.0515620446446064,"coastal scrub","beachgrass dune"
"22",4,4,0,NA,NA,NA,"coastal scrub","coastal scrub"
"23",4,5,3.69881330395247,-13.2630825564249,20.6607091643298,0.447155857803814,"coastal scrub","fruit tree"
"24",4,6,4.25525457610318,0.259490706729763,8.2510184454766,0.0390874674250627,"coastal scrub","marsh"
"25",4,7,2.52430894315582,-1.12073519389629,6.16935308020792,0.153846553035046,"coastal scrub","meadow"
"26",4,8,8.31213877171981,0.109141478668399,16.5151360647712,0.0481507822341649,"coastal scrub","pasture"
"27",4,9,2.72236470576688,-0.665149140644483,6.10987855217825,0.103619671393423,"coastal scrub","swale"
"28",5,0,-3.3214928281468,-19.3866797907056,12.743694134412,0.467552469812743,"fruit tree","conifer forest"
"29",5,2,-1.24342149994205,-22.2994960867568,19.8126530868727,0.823166866059397,"fruit tree","beach"
"30",5,3,-3.19681233459377,-20.8060088033031,14.4123841341156,0.516515900136338,"fruit tree","beachgrass dune"
"31",5,4,-3.69881330395247,-20.6607091643298,13.2630825564249,0.447155857803814,"fruit tree","coastal scrub"
"32",5,5,0,NA,NA,NA,"fruit tree","fruit tree"
"33",5,6,2.00558877771361,-4.01358927902296,8.02476683445019,0.288085585514417,"fruit tree","marsh"
"34",5,7,-0.452662737978225,-5.02068055901039,4.11535508305394,0.71134643639137,"fruit tree","meadow"
"35",5,8,3.96246575335382,-4.77476988038012,12.6997013870878,0.190292732503814,"fruit tree","pasture"
"36",5,9,-0.671320396558125,-7.9516767488101,6.60903595569385,0.729885840478422,"fruit tree","swale"
"37",6,0,-3.43421027142601,-7.03542890655508,0.167008363703066,0.0595396831274418,"marsh","conifer forest"
"38",6,2,-5.95140456267108,-16.8377333414008,4.9349242160586,0.203661343747471,"marsh","beach"
"39",6,3,-4.70794848799396,-10.5214881297927,1.10559115380481,0.0970509089352453,"marsh","beachgrass dune"
"40",6,4,-4.25525457610318,-8.2510184454766,-0.259490706729763,0.0390874674250627,"marsh","coastal scrub"
"41",6,5,-2.00558877771361,-8.02476683445019,4.01358927902296,0.288085585514417,"marsh","fruit tree"
"42",6,6,0,NA,NA,NA,"marsh","marsh"
"43",6,7,-1.73094563294736,-3.47612554172625,0.0142342758315199,0.05156369803963,"marsh","meadow"
"44",6,8,0.719061434245505,-3.08557770242319,4.5237005709142,0.627503534258178,"marsh","pasture"
"45",6,9,-1.5328898703363,-3.24393988105319,0.178160140380591,0.0738617941290962,"marsh","swale"
"46",7,0,-1.70326463847864,-4.90561010985807,1.49908083290078,0.263375531250221,"meadow","conifer forest"
"47",7,2,-3.53536484657458,-14.4601876204723,7.38945792732313,0.419724464173062,"meadow","beach"
"48",7,3,-3.1286414982352,-8.48797202049444,2.23068902402405,0.209930081011229,"meadow","beachgrass dune"
"49",7,4,-2.52430894315582,-6.16935308020792,1.12073519389629,0.153846553035046,"meadow","coastal scrub"
"50",7,5,0.452662737978225,-4.11535508305394,5.02068055901039,0.71134643639137,"meadow","fruit tree"
"51",7,6,1.73094563294736,-0.0142342758315199,3.47612554172625,0.05156369803963,"meadow","marsh"
"52",7,7,0,NA,NA,NA,"meadow","meadow"
"53",7,8,3.41780864101822,0.864859432214808,5.97075784982163,0.0205278597360037,"meadow","pasture"
"54",7,9,0.198055762611066,-0.51012630070168,0.906237825923812,0.547141269898008,"meadow","swale"
"55",8,0,-7.62477435000785,-14.2378254025686,-1.01172329744709,0.0328628748091262,"pasture","conifer forest"
"56",8,2,-7.89063081950186,-21.6216609012365,5.84039926223276,0.164864465732313,"pasture","beach"
"57",8,3,-9.51868137665102,-20.4724608637068,1.43509811040476,0.069830381923838,"pasture","beachgrass dune"
"58",8,4,-8.31213877171981,-16.5151360647712,-0.109141478668399,0.0481507822341649,"pasture","coastal scrub"
"59",8,5,-3.96246575335382,-12.6997013870878,4.77476988038012,0.190292732503814,"pasture","fruit tree"
"60",8,6,-0.719061434245505,-4.5237005709142,3.08557770242319,0.627503534258178,"pasture","marsh"
"61",8,7,-3.41780864101822,-5.97075784982163,-0.864859432214808,0.0205278597360037,"pasture","meadow"
"62",8,8,0,NA,NA,NA,"pasture","pasture"
"63",8,9,-3.24511427660974,-6.166198695867,-0.324029857352486,0.036772809159833,"pasture","swale"
"64",9,0,-1.90132040108971,-4.80165414730234,0.999013345122918,0.174803159349724,"swale","conifer forest"
"65",9,2,-3.67798770171192,-13.6773859756779,6.32141057225406,0.364880956494558,"swale","beach"
"66",9,3,-3.30066788638317,-8.26451262547694,1.6631768527106,0.159868744307727,"swale","beachgrass dune"
"67",9,4,-2.72236470576688,-6.10987855217825,0.665149140644483,0.103619671393423,"swale","coastal scrub"
"68",9,5,0.671320396558125,-6.60903595569385,7.9516767488101,0.729885840478422,"swale","fruit tree"
"69",9,6,1.5328898703363,-0.178160140380591,3.24393988105319,0.0738617941290962,"swale","marsh"
"70",9,7,-0.198055762611066,-0.906237825923812,0.51012630070168,0.547141269898008,"swale","meadow"
"71",9,8,3.24511427660974,0.324029857352486,6.166198695867,0.036772809159833,"swale","pasture"
"72",9,9,0,NA,NA,NA,"swale","swale"
